PartNumber	PartName	Nominal_size(ref)	Nominal_size(in)	t.p.i.	Pitch(in)	Threading(in)	Min_Thread(in)	Max_Unthread(in)	Length(ref)	L_length(in)	E_body_dia_max(in)	E_body_dia_min(in)	A_head_dia_max(in)	A_head_dia_min(in)	H_head_dia_max(in)	H_head_dia_min(in)	O_total_head_height_max(in)	O_total_head_height_min(in)	J_slot_width_max(in)	J_slot_width_min(in)	T_slot_depth_max(in)	T_slot_depth_min(in)	U_fillet_radius_max(in)	U_fillet_radius_min(in)	Material	Reference	Edition
ASME_B18.6.2_SCREW_1/2_x_7_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_1/2_x_7_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	1/2	0.5	13	0.0769	1.25	1.25	0.192	7      	7.0	0.5	0.493	0.75	0.731	0.328	0.301	0.413	0.376	0.106	0.091	0.193	0.153	0.047	0.016	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_9/16_x_0.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_9/16_x_0.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	9/16	0.563	12	0.0833	0.292	1.375	0.208	  1/2 	0.5	0.563	0.555	0.812	0.792	0.375	0.346	0.467	0.427	0.118	0.102	0.213	0.168	0.047	0.016	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_9/16_x_0.625_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_9/16_x_0.625_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	9/16	0.563	12	0.0833	0.417	1.375	0.208	  5/8 	0.625	0.563	0.555	0.812	0.792	0.375	0.346	0.467	0.427	0.118	0.102	0.213	0.168	0.047	0.016	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_9/16_x_0.75_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_9/16_x_0.75_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	9/16	0.563	12	0.0833	0.542	1.375	0.208	  3/4 	0.75	0.563	0.555	0.812	0.792	0.375	0.346	0.467	0.427	0.118	0.102	0.213	0.168	0.047	0.016	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_9/16_x_0.875_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_9/16_x_0.875_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	9/16	0.563	12	0.0833	0.667	1.375	0.208	  7/8 	0.875	0.563	0.555	0.812	0.792	0.375	0.346	0.467	0.427	0.118	0.102	0.213	0.168	0.047	0.016	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_9/16_x_1_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_9/16_x_1_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	9/16	0.563	12	0.0833	0.792	1.375	0.208	1      	1.0	0.563	0.555	0.812	0.792	0.375	0.346	0.467	0.427	0.118	0.102	0.213	0.168	0.047	0.016	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_9/16_x_1.125_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_9/16_x_1.125_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	9/16	0.563	12	0.0833	0.917	1.375	0.208	1  1/8 	1.125	0.563	0.555	0.812	0.792	0.375	0.346	0.467	0.427	0.118	0.102	0.213	0.168	0.047	0.016	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_9/16_x_1.25_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_9/16_x_1.25_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	9/16	0.563	12	0.0833	1.042	1.375	0.208	1  1/4 	1.25	0.563	0.555	0.812	0.792	0.375	0.346	0.467	0.427	0.118	0.102	0.213	0.168	0.047	0.016	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_9/16_x_1.375_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_9/16_x_1.375_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	9/16	0.563	12	0.0833	1.167	1.375	0.208	1  3/8 	1.375	0.563	0.555	0.812	0.792	0.375	0.346	0.467	0.427	0.118	0.102	0.213	0.168	0.047	0.016	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_9/16_x_1.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_9/16_x_1.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	9/16	0.563	12	0.0833	1.292	1.375	0.208	1  1/2 	1.5	0.563	0.555	0.812	0.792	0.375	0.346	0.467	0.427	0.118	0.102	0.213	0.168	0.047	0.016	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_9/16_x_1.75_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_9/16_x_1.75_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	9/16	0.563	12	0.0833	1.375	1.375	0.208	1  3/4 	1.75	0.563	0.555	0.812	0.792	0.375	0.346	0.467	0.427	0.118	0.102	0.213	0.168	0.047	0.016	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_9/16_x_2_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_9/16_x_2_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	9/16	0.563	12	0.0833	1.375	1.375	0.208	2      	2.0	0.563	0.555	0.812	0.792	0.375	0.346	0.467	0.427	0.118	0.102	0.213	0.168	0.047	0.016	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_9/16_x_2.25_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_9/16_x_2.25_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	9/16	0.563	12	0.0833	1.375	1.375	0.208	2  1/4 	2.25	0.563	0.555	0.812	0.792	0.375	0.346	0.467	0.427	0.118	0.102	0.213	0.168	0.047	0.016	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_9/16_x_2.75_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_9/16_x_2.75_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	9/16	0.563	12	0.0833	1.375	1.375	0.208	2  3/4 	2.75	0.563	0.555	0.812	0.792	0.375	0.346	0.467	0.427	0.118	0.102	0.213	0.168	0.047	0.016	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_9/16_x_3_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_9/16_x_3_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	9/16	0.563	12	0.0833	1.375	1.375	0.208	3      	3.0	0.563	0.555	0.812	0.792	0.375	0.346	0.467	0.427	0.118	0.102	0.213	0.168	0.047	0.016	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_9/16_x_3.25_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_9/16_x_3.25_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	9/16	0.563	12	0.0833	1.375	1.375	0.208	3  1/4 	3.25	0.563	0.555	0.812	0.792	0.375	0.346	0.467	0.427	0.118	0.102	0.213	0.168	0.047	0.016	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_9/16_x_3.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_9/16_x_3.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	9/16	0.563	12	0.0833	1.375	1.375	0.208	3  1/2 	3.5	0.563	0.555	0.812	0.792	0.375	0.346	0.467	0.427	0.118	0.102	0.213	0.168	0.047	0.016	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_9/16_x_3.75_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_9/16_x_3.75_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	9/16	0.563	12	0.0833	1.375	1.375	0.208	3  3/4 	3.75	0.563	0.555	0.812	0.792	0.375	0.346	0.467	0.427	0.118	0.102	0.213	0.168	0.047	0.016	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_9/16_x_4_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_9/16_x_4_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	9/16	0.563	12	0.0833	1.375	1.375	0.208	4      	4.0	0.563	0.555	0.812	0.792	0.375	0.346	0.467	0.427	0.118	0.102	0.213	0.168	0.047	0.016	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_9/16_x_4.25_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_9/16_x_4.25_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	9/16	0.563	12	0.0833	1.375	1.375	0.208	4  1/4 	4.25	0.563	0.555	0.812	0.792	0.375	0.346	0.467	0.427	0.118	0.102	0.213	0.168	0.047	0.016	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_9/16_x_4.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_9/16_x_4.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	9/16	0.563	12	0.0833	1.375	1.375	0.208	4  1/2 	4.5	0.563	0.555	0.812	0.792	0.375	0.346	0.467	0.427	0.118	0.102	0.213	0.168	0.047	0.016	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_9/16_x_4.75_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_9/16_x_4.75_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	9/16	0.563	12	0.0833	1.375	1.375	0.208	4  3/4 	4.75	0.563	0.555	0.812	0.792	0.375	0.346	0.467	0.427	0.118	0.102	0.213	0.168	0.047	0.016	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_9/16_x_5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_9/16_x_5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	9/16	0.563	12	0.0833	1.375	1.375	0.208	5      	5.0	0.563	0.555	0.812	0.792	0.375	0.346	0.467	0.427	0.118	0.102	0.213	0.168	0.047	0.016	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_9/16_x_5.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_9/16_x_5.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	9/16	0.563	12	0.0833	1.375	1.375	0.208	5  1/2 	5.5	0.563	0.555	0.812	0.792	0.375	0.346	0.467	0.427	0.118	0.102	0.213	0.168	0.047	0.016	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_9/16_x_6_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_9/16_x_6_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	9/16	0.563	12	0.0833	1.375	1.375	0.208	6      	6.0	0.563	0.555	0.812	0.792	0.375	0.346	0.467	0.427	0.118	0.102	0.213	0.168	0.047	0.016	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_9/16_x_6.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_9/16_x_6.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	9/16	0.563	12	0.0833	1.375	1.375	0.208	6  1/2 	6.5	0.563	0.555	0.812	0.792	0.375	0.346	0.467	0.427	0.118	0.102	0.213	0.168	0.047	0.016	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_9/16_x_7_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_9/16_x_7_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	9/16	0.563	12	0.0833	1.375	1.375	0.208	7      	7.0	0.563	0.555	0.812	0.792	0.375	0.346	0.467	0.427	0.118	0.102	0.213	0.168	0.047	0.016	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_9/16_x_7.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_9/16_x_7.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	9/16	0.563	12	0.0833	1.375	1.375	0.208	7  1/2 	7.5	0.563	0.555	0.812	0.792	0.375	0.346	0.467	0.427	0.118	0.102	0.213	0.168	0.047	0.016	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_9/16_x_8_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_9/16_x_8_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	9/16	0.563	12	0.0833	1.375	1.375	0.208	8      	8.0	0.563	0.555	0.812	0.792	0.375	0.346	0.467	0.427	0.118	0.102	0.213	0.168	0.047	0.016	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_5/8_x_0.625_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_5/8_x_0.625_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	0.398	1.5	0.227	  5/8 	0.625	0.625	0.617	0.875	0.853	0.422	0.391	0.521	0.478	0.133	0.116	0.239	0.189	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_5/8_x_0.75_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_5/8_x_0.75_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	0.523	1.5	0.227	  3/4 	0.75	0.625	0.617	0.875	0.853	0.422	0.391	0.521	0.478	0.133	0.116	0.239	0.189	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_5/8_x_0.875_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_5/8_x_0.875_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	0.648	1.5	0.227	  7/8 	0.875	0.625	0.617	0.875	0.853	0.422	0.391	0.521	0.478	0.133	0.116	0.239	0.189	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_5/8_x_1_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_5/8_x_1_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	0.773	1.5	0.227	1      	1.0	0.625	0.617	0.875	0.853	0.422	0.391	0.521	0.478	0.133	0.116	0.239	0.189	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_5/8_x_1.125_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_5/8_x_1.125_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	0.898	1.5	0.227	1  1/8 	1.125	0.625	0.617	0.875	0.853	0.422	0.391	0.521	0.478	0.133	0.116	0.239	0.189	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_5/8_x_1.25_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_5/8_x_1.25_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	1.023	1.5	0.227	1  1/4 	1.25	0.625	0.617	0.875	0.853	0.422	0.391	0.521	0.478	0.133	0.116	0.239	0.189	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_5/8_x_1.375_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_5/8_x_1.375_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	1.148	1.5	0.227	1  3/8 	1.375	0.625	0.617	0.875	0.853	0.422	0.391	0.521	0.478	0.133	0.116	0.239	0.189	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_5/8_x_1.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_5/8_x_1.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	1.273	1.5	0.227	1  1/2 	1.5	0.625	0.617	0.875	0.853	0.422	0.391	0.521	0.478	0.133	0.116	0.239	0.189	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_5/8_x_1.75_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_5/8_x_1.75_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	1.5	1.5	0.227	1  3/4 	1.75	0.625	0.617	0.875	0.853	0.422	0.391	0.521	0.478	0.133	0.116	0.239	0.189	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_5/8_x_2_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_5/8_x_2_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	1.5	1.5	0.227	2      	2.0	0.625	0.617	0.875	0.853	0.422	0.391	0.521	0.478	0.133	0.116	0.239	0.189	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_5/8_x_2.25_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_5/8_x_2.25_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	1.5	1.5	0.227	2  1/4 	2.25	0.625	0.617	0.875	0.853	0.422	0.391	0.521	0.478	0.133	0.116	0.239	0.189	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_5/8_x_2.75_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_5/8_x_2.75_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	1.5	1.5	0.227	2  3/4 	2.75	0.625	0.617	0.875	0.853	0.422	0.391	0.521	0.478	0.133	0.116	0.239	0.189	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_5/8_x_3_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_5/8_x_3_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	1.5	1.5	0.227	3      	3.0	0.625	0.617	0.875	0.853	0.422	0.391	0.521	0.478	0.133	0.116	0.239	0.189	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_5/8_x_3.25_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_5/8_x_3.25_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	1.5	1.5	0.227	3  1/4 	3.25	0.625	0.617	0.875	0.853	0.422	0.391	0.521	0.478	0.133	0.116	0.239	0.189	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_5/8_x_3.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_5/8_x_3.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	1.5	1.5	0.227	3  1/2 	3.5	0.625	0.617	0.875	0.853	0.422	0.391	0.521	0.478	0.133	0.116	0.239	0.189	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_5/8_x_3.75_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_5/8_x_3.75_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	1.5	1.5	0.227	3  3/4 	3.75	0.625	0.617	0.875	0.853	0.422	0.391	0.521	0.478	0.133	0.116	0.239	0.189	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_5/8_x_4_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_5/8_x_4_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	1.5	1.5	0.227	4      	4.0	0.625	0.617	0.875	0.853	0.422	0.391	0.521	0.478	0.133	0.116	0.239	0.189	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_5/8_x_4.25_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_5/8_x_4.25_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	1.5	1.5	0.227	4  1/4 	4.25	0.625	0.617	0.875	0.853	0.422	0.391	0.521	0.478	0.133	0.116	0.239	0.189	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_5/8_x_4.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_5/8_x_4.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	1.5	1.5	0.227	4  1/2 	4.5	0.625	0.617	0.875	0.853	0.422	0.391	0.521	0.478	0.133	0.116	0.239	0.189	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_5/8_x_4.75_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_5/8_x_4.75_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	1.5	1.5	0.227	4  3/4 	4.75	0.625	0.617	0.875	0.853	0.422	0.391	0.521	0.478	0.133	0.116	0.239	0.189	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_5/8_x_5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_5/8_x_5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	1.5	1.5	0.227	5      	5.0	0.625	0.617	0.875	0.853	0.422	0.391	0.521	0.478	0.133	0.116	0.239	0.189	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_5/8_x_5.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_5/8_x_5.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	1.5	1.5	0.227	5  1/2 	5.5	0.625	0.617	0.875	0.853	0.422	0.391	0.521	0.478	0.133	0.116	0.239	0.189	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_5/8_x_6_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_5/8_x_6_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	1.5	1.5	0.227	6      	6.0	0.625	0.617	0.875	0.853	0.422	0.391	0.521	0.478	0.133	0.116	0.239	0.189	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_5/8_x_6.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_5/8_x_6.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	1.5	1.5	0.227	6  1/2 	6.5	0.625	0.617	0.875	0.853	0.422	0.391	0.521	0.478	0.133	0.116	0.239	0.189	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_5/8_x_7_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_5/8_x_7_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	1.5	1.5	0.227	7      	7.0	0.625	0.617	0.875	0.853	0.422	0.391	0.521	0.478	0.133	0.116	0.239	0.189	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_5/8_x_7.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_5/8_x_7.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	1.5	1.5	0.227	7  1/2 	7.5	0.625	0.617	0.875	0.853	0.422	0.391	0.521	0.478	0.133	0.116	0.239	0.189	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_5/8_x_8_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_5/8_x_8_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	1.5	1.5	0.227	8      	8.0	0.625	0.617	0.875	0.853	0.422	0.391	0.521	0.478	0.133	0.116	0.239	0.189	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_5/8_x_8.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_5/8_x_8.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	1.5	1.5	0.227	8  1/2 	8.5	0.625	0.617	0.875	0.853	0.422	0.391	0.521	0.478	0.133	0.116	0.239	0.189	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_5/8_x_9_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_5/8_x_9_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	1.5	1.5	0.227	9      	9.0	0.625	0.617	0.875	0.853	0.422	0.391	0.521	0.478	0.133	0.116	0.239	0.189	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_3/4_x_0.625_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_3/4_x_0.625_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	3/4	0.75	10	0.1000	0.375	1.75	0.25	  5/8 	0.625	0.75	0.742	1.0	0.976	0.5	0.466	0.612	0.566	0.149	0.131	0.283	0.223	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_3/4_x_0.75_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_3/4_x_0.75_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	3/4	0.75	10	0.1000	0.5	1.75	0.25	  3/4 	0.75	0.75	0.742	1.0	0.976	0.5	0.466	0.612	0.566	0.149	0.131	0.283	0.223	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_3/4_x_0.875_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_3/4_x_0.875_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	3/4	0.75	10	0.1000	0.625	1.75	0.25	  7/8 	0.875	0.75	0.742	1.0	0.976	0.5	0.466	0.612	0.566	0.149	0.131	0.283	0.223	0.062	0.031	St	ASME B18.6.2	1998
