PartNumber	PartName	Designation	d_dia(mm)	P_pitch(mm)	Threading(mm)	l_length_nom(mm)	a_max(mm)	b_min(mm)	dk_head_dia(mm)	k_max(mm)	r_max(mm)	x_max(mm)	m_recess_ref(mm)	Recess_penetration_max(mm)	f_(mm)	slot_width(mm)	cross_recess_no	Type	Grade	Material	Reference	Edition
JIS B 1111 SCREW M2.5x4 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M2.5x4_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M2.5	2.5	0.45	1.6	4.0	0.9	25.0	4.7	1.5	0.6	1.1	2.8	1.75	0.6	0.51	1.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M2.5x5 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M2.5x5_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M2.5	2.5	0.45	2.6	5.0	0.9	25.0	4.7	1.5	0.6	1.1	2.8	1.75	0.6	0.51	1.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M2.5x6 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M2.5x6_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M2.5	2.5	0.45	3.6	6.0	0.9	25.0	4.7	1.5	0.6	1.1	2.8	1.75	0.6	0.51	1.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M2.5x8 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M2.5x8_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M2.5	2.5	0.45	5.6	8.0	0.9	25.0	4.7	1.5	0.6	1.1	2.8	1.75	0.6	0.51	1.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M2.5x10 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M2.5x10_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M2.5	2.5	0.45	7.6	10.0	0.9	25.0	4.7	1.5	0.6	1.1	2.8	1.75	0.6	0.51	1.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M2.5x12 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M2.5x12_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M2.5	2.5	0.45	9.6	12.0	0.9	25.0	4.7	1.5	0.6	1.1	2.8	1.75	0.6	0.51	1.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M2.5x14 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M2.5x14_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M2.5	2.5	0.45	11.6	14.0	0.9	25.0	4.7	1.5	0.6	1.1	2.8	1.75	0.6	0.51	1.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M2.5x16 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M2.5x16_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M2.5	2.5	0.45	13.6	16.0	0.9	25.0	4.7	1.5	0.6	1.1	2.8	1.75	0.6	0.51	1.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M2.5x20 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M2.5x20_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M2.5	2.5	0.45	17.6	20.0	0.9	25.0	4.7	1.5	0.6	1.1	2.8	1.75	0.6	0.51	1.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M2.5x25 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M2.5x25_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M2.5	2.5	0.45	22.6	25.0	0.9	25.0	4.7	1.5	0.6	1.1	2.8	1.75	0.6	0.51	1.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M2.5x30 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M2.5x30_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M2.5	2.5	0.45	27.6	30.0	0.9	25.0	4.7	1.5	0.6	1.1	2.8	1.75	0.6	0.51	1.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3x4 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M3x4_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M3	3.0	0.5	1.35	4.0	1.0	25.0	5.5	1.65	0.8	1.25	3.1	2.08	0.7	0.51	1.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3x5 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M3x5_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M3	3.0	0.5	2.35	5.0	1.0	25.0	5.5	1.65	0.8	1.25	3.1	2.08	0.7	0.51	1.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3x6 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M3x6_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M3	3.0	0.5	3.35	6.0	1.0	25.0	5.5	1.65	0.8	1.25	3.1	2.08	0.7	0.51	1.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3x8 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M3x8_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M3	3.0	0.5	5.35	8.0	1.0	25.0	5.5	1.65	0.8	1.25	3.1	2.08	0.7	0.51	1.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3x10 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M3x10_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M3	3.0	0.5	7.35	10.0	1.0	25.0	5.5	1.65	0.8	1.25	3.1	2.08	0.7	0.51	1.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3x12 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M3x12_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M3	3.0	0.5	9.35	12.0	1.0	25.0	5.5	1.65	0.8	1.25	3.1	2.08	0.7	0.51	1.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3x14 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M3x14_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M3	3.0	0.5	11.35	14.0	1.0	25.0	5.5	1.65	0.8	1.25	3.1	2.08	0.7	0.51	1.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3x16 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M3x16_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M3	3.0	0.5	13.35	16.0	1.0	25.0	5.5	1.65	0.8	1.25	3.1	2.08	0.7	0.51	1.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3x20 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M3x20_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M3	3.0	0.5	17.35	20.0	1.0	25.0	5.5	1.65	0.8	1.25	3.1	2.08	0.7	0.51	1.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3x25 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M3x25_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M3	3.0	0.5	22.35	25.0	1.0	25.0	5.5	1.65	0.8	1.25	3.1	2.08	0.7	0.51	1.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3x30 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M3x30_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M3	3.0	0.5	27.35	30.0	1.0	25.0	5.5	1.65	0.8	1.25	3.1	2.08	0.7	0.51	1.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3.5x5 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M3.5x5_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M3.5	3.5	0.6	1.45	5.0	1.2	38.0	7.3	2.35	0.9	1.5	4.6	2.7	0.8	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3.5x6 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M3.5x6_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M3.5	3.5	0.6	2.45	6.0	1.2	38.0	7.3	2.35	0.9	1.5	4.6	2.7	0.8	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3.5x8 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M3.5x8_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M3.5	3.5	0.6	4.45	8.0	1.2	38.0	7.3	2.35	0.9	1.5	4.6	2.7	0.8	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3.5x10 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M3.5x10_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M3.5	3.5	0.6	6.45	10.0	1.2	38.0	7.3	2.35	0.9	1.5	4.6	2.7	0.8	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3.5x12 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M3.5x12_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M3.5	3.5	0.6	8.45	12.0	1.2	38.0	7.3	2.35	0.9	1.5	4.6	2.7	0.8	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3.5x14 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M3.5x14_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M3.5	3.5	0.6	10.45	14.0	1.2	38.0	7.3	2.35	0.9	1.5	4.6	2.7	0.8	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3.5x16 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M3.5x16_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M3.5	3.5	0.6	12.45	16.0	1.2	38.0	7.3	2.35	0.9	1.5	4.6	2.7	0.8	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3.5x20 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M3.5x20_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M3.5	3.5	0.6	16.45	20.0	1.2	38.0	7.3	2.35	0.9	1.5	4.6	2.7	0.8	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3.5x25 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M3.5x25_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M3.5	3.5	0.6	21.45	25.0	1.2	38.0	7.3	2.35	0.9	1.5	4.6	2.7	0.8	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3.5x30 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M3.5x30_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M3.5	3.5	0.6	26.45	30.0	1.2	38.0	7.3	2.35	0.9	1.5	4.6	2.7	0.8	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3.5x35 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M3.5x35_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M3.5	3.5	0.6	31.45	35.0	1.2	38.0	7.3	2.35	0.9	1.5	4.6	2.7	0.8	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3.5x45 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M3.5x45_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M3.5	3.5	0.6	41.45	45.0	1.2	38.0	7.3	2.35	0.9	1.5	4.6	2.7	0.8	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M4x5 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M4x5_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M4	4.0	0.7	0.9	5.0	1.4	38.0	8.4	2.7	1.0	1.75	5.0	3.1	1.0	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M4x6 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M4x6_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M4	4.0	0.7	1.9	6.0	1.4	38.0	8.4	2.7	1.0	1.75	5.0	3.1	1.0	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M4x8 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M4x8_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M4	4.0	0.7	3.9	8.0	1.4	38.0	8.4	2.7	1.0	1.75	5.0	3.1	1.0	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M4x10 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M4x10_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M4	4.0	0.7	5.9	10.0	1.4	38.0	8.4	2.7	1.0	1.75	5.0	3.1	1.0	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M4x12 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M4x12_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M4	4.0	0.7	7.9	12.0	1.4	38.0	8.4	2.7	1.0	1.75	5.0	3.1	1.0	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M4x14 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M4x14_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M4	4.0	0.7	9.9	14.0	1.4	38.0	8.4	2.7	1.0	1.75	5.0	3.1	1.0	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M4x16 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M4x16_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M4	4.0	0.7	11.9	16.0	1.4	38.0	8.4	2.7	1.0	1.75	5.0	3.1	1.0	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M4x20 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M4x20_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M4	4.0	0.7	15.9	20.0	1.4	38.0	8.4	2.7	1.0	1.75	5.0	3.1	1.0	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M4x25 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M4x25_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M4	4.0	0.7	20.9	25.0	1.4	38.0	8.4	2.7	1.0	1.75	5.0	3.1	1.0	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M4x30 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M4x30_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M4	4.0	0.7	25.9	30.0	1.4	38.0	8.4	2.7	1.0	1.75	5.0	3.1	1.0	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M4x35 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M4x35_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M4	4.0	0.7	30.9	35.0	1.4	38.0	8.4	2.7	1.0	1.75	5.0	3.1	1.0	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M4x40 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M4x40_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M4	4.0	0.7	35.9	40.0	1.4	38.0	8.4	2.7	1.0	1.75	5.0	3.1	1.0	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M4x45 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M4x45_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M4	4.0	0.7	40.9	45.0	1.4	38.0	8.4	2.7	1.0	1.75	5.0	3.1	1.0	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M5x6 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M5x6_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M5	5.0	0.8	1.7	6.0	1.6	38.0	9.3	2.7	1.3	2.0	5.3	3.35	1.2	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M5x8 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M5x8_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M5	5.0	0.8	3.7	8.0	1.6	38.0	9.3	2.7	1.3	2.0	5.3	3.35	1.2	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M5x10 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M5x10_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M5	5.0	0.8	5.7	10.0	1.6	38.0	9.3	2.7	1.3	2.0	5.3	3.35	1.2	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M5x12 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M5x12_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M5	5.0	0.8	7.7	12.0	1.6	38.0	9.3	2.7	1.3	2.0	5.3	3.35	1.2	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M5x14 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M5x14_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M5	5.0	0.8	9.7	14.0	1.6	38.0	9.3	2.7	1.3	2.0	5.3	3.35	1.2	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M5x16 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M5x16_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M5	5.0	0.8	11.7	16.0	1.6	38.0	9.3	2.7	1.3	2.0	5.3	3.35	1.2	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M5x20 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M5x20_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M5	5.0	0.8	15.7	20.0	1.6	38.0	9.3	2.7	1.3	2.0	5.3	3.35	1.2	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M5x25 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M5x25_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M5	5.0	0.8	20.7	25.0	1.6	38.0	9.3	2.7	1.3	2.0	5.3	3.35	1.2	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M5x30 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M5x30_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M5	5.0	0.8	25.7	30.0	1.6	38.0	9.3	2.7	1.3	2.0	5.3	3.35	1.2	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M5x35 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M5x35_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M5	5.0	0.8	30.7	35.0	1.6	38.0	9.3	2.7	1.3	2.0	5.3	3.35	1.2	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M5x40 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M5x40_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M5	5.0	0.8	35.7	40.0	1.6	38.0	9.3	2.7	1.3	2.0	5.3	3.35	1.2	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M5x45 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M5x45_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M5	5.0	0.8	40.7	45.0	1.6	38.0	9.3	2.7	1.3	2.0	5.3	3.35	1.2	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M5x50 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M5x50_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M5	5.0	0.8	38.0	50.0	1.6	38.0	9.3	2.7	1.3	2.0	5.3	3.35	1.2	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x8 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M6x8_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M6	6.0	1.0	2.7	8.0	2.0	38.0	11.3	3.3	1.5	2.5	7.1	3.85	1.4	0.79	3.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x10 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M6x10_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M6	6.0	1.0	4.7	10.0	2.0	38.0	11.3	3.3	1.5	2.5	7.1	3.85	1.4	0.79	3.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x12 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M6x12_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M6	6.0	1.0	6.7	12.0	2.0	38.0	11.3	3.3	1.5	2.5	7.1	3.85	1.4	0.79	3.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x14 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M6x14_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M6	6.0	1.0	8.7	14.0	2.0	38.0	11.3	3.3	1.5	2.5	7.1	3.85	1.4	0.79	3.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x16 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M6x16_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M6	6.0	1.0	10.7	16.0	2.0	38.0	11.3	3.3	1.5	2.5	7.1	3.85	1.4	0.79	3.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x20 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M6x20_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M6	6.0	1.0	14.7	20.0	2.0	38.0	11.3	3.3	1.5	2.5	7.1	3.85	1.4	0.79	3.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x25 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M6x25_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M6	6.0	1.0	19.7	25.0	2.0	38.0	11.3	3.3	1.5	2.5	7.1	3.85	1.4	0.79	3.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x30 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M6x30_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M6	6.0	1.0	24.7	30.0	2.0	38.0	11.3	3.3	1.5	2.5	7.1	3.85	1.4	0.79	3.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x35 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M6x35_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M6	6.0	1.0	29.7	35.0	2.0	38.0	11.3	3.3	1.5	2.5	7.1	3.85	1.4	0.79	3.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x40 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M6x40_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M6	6.0	1.0	34.7	40.0	2.0	38.0	11.3	3.3	1.5	2.5	7.1	3.85	1.4	0.79	3.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x45 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M6x45_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M6	6.0	1.0	39.7	45.0	2.0	38.0	11.3	3.3	1.5	2.5	7.1	3.85	1.4	0.79	3.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x50 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M6x50_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M6	6.0	1.0	38.0	50.0	2.0	38.0	11.3	3.3	1.5	2.5	7.1	3.85	1.4	0.79	3.0	Z	A	St	JIS B 1111	1996
