PartNumber	PartName	Designation	d_dia(mm)	P_pitch(mm)	threading(mm)	l_length(mm)	l_length_max(mm)	a_max(mm)	c_max(mm)	c_min(mm)	da_max(mm)	dw_min(mm)	e_min(mm)	k_max_head_depth(mm)	kw_head_edge_length(mm)	r_min(mm)	s_nom_across_flats(mm)	Grade	Material	Reference	Edition
EN ISO 4017 SCREW M30x160 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M30x160_STEEL_GRADE_B_HEX_HEAD_SCREW	M30	30.0	3.5	149.5	160.0	162.0	10.5	0.8	0.2	33.4	42.75	50.85	19.12	12.8	1.0	46.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M30x180 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M30x180_STEEL_GRADE_B_HEX_HEAD_SCREW	M30	30.0	3.5	169.5	180.0	182.0	10.5	0.8	0.2	33.4	42.75	50.85	19.12	12.8	1.0	46.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M30x200 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M30x200_STEEL_GRADE_B_HEX_HEAD_SCREW	M30	30.0	3.5	189.5	200.0	202.3	10.5	0.8	0.2	33.4	42.75	50.85	19.12	12.8	1.0	46.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M36x70 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M36x70_STEEL_GRADE_B_HEX_HEAD_SCREW	M36	36.0	4.0	58.0	70.0	71.5	12.0	0.8	0.2	39.4	51.11	60.79	22.92	15.46	1.0	55.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M36x80 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M36x80_STEEL_GRADE_B_HEX_HEAD_SCREW	M36	36.0	4.0	68.0	80.0	81.5	12.0	0.8	0.2	39.4	51.11	60.79	22.92	15.46	1.0	55.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M36x90 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M36x90_STEEL_GRADE_B_HEX_HEAD_SCREW	M36	36.0	4.0	78.0	90.0	91.75	12.0	0.8	0.2	39.4	51.11	60.79	22.92	15.46	1.0	55.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M36x100 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M36x100_STEEL_GRADE_B_HEX_HEAD_SCREW	M36	36.0	4.0	88.0	100.0	101.75	12.0	0.8	0.2	39.4	51.11	60.79	22.92	15.46	1.0	55.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M36x110 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M36x110_STEEL_GRADE_B_HEX_HEAD_SCREW	M36	36.0	4.0	98.0	110.0	111.75	12.0	0.8	0.2	39.4	51.11	60.79	22.92	15.46	1.0	55.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M36x120 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M36x120_STEEL_GRADE_B_HEX_HEAD_SCREW	M36	36.0	4.0	108.0	120.0	121.75	12.0	0.8	0.2	39.4	51.11	60.79	22.92	15.46	1.0	55.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M36x130 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M36x130_STEEL_GRADE_B_HEX_HEAD_SCREW	M36	36.0	4.0	118.0	130.0	132.0	12.0	0.8	0.2	39.4	51.11	60.79	22.92	15.46	1.0	55.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M36x140 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M36x140_STEEL_GRADE_B_HEX_HEAD_SCREW	M36	36.0	4.0	128.0	140.0	142.0	12.0	0.8	0.2	39.4	51.11	60.79	22.92	15.46	1.0	55.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M36x150 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M36x150_STEEL_GRADE_B_HEX_HEAD_SCREW	M36	36.0	4.0	138.0	150.0	152.0	12.0	0.8	0.2	39.4	51.11	60.79	22.92	15.46	1.0	55.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M36x160 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M36x160_STEEL_GRADE_B_HEX_HEAD_SCREW	M36	36.0	4.0	148.0	160.0	162.0	12.0	0.8	0.2	39.4	51.11	60.79	22.92	15.46	1.0	55.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M36x180 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M36x180_STEEL_GRADE_B_HEX_HEAD_SCREW	M36	36.0	4.0	168.0	180.0	182.0	12.0	0.8	0.2	39.4	51.11	60.79	22.92	15.46	1.0	55.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M36x200 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M36x200_STEEL_GRADE_B_HEX_HEAD_SCREW	M36	36.0	4.0	188.0	200.0	202.3	12.0	0.8	0.2	39.4	51.11	60.79	22.92	15.46	1.0	55.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M42x80 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M42x80_STEEL_GRADE_B_HEX_HEAD_SCREW	M42	42.0	4.5	66.5	80.0	81.5	13.5	1.0	0.3	45.6	59.95	71.3	26.42	17.91	1.2	65.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M42x90 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M42x90_STEEL_GRADE_B_HEX_HEAD_SCREW	M42	42.0	4.5	76.5	90.0	91.75	13.5	1.0	0.3	45.6	59.95	71.3	26.42	17.91	1.2	65.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M42x100 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M42x100_STEEL_GRADE_B_HEX_HEAD_SCREW	M42	42.0	4.5	86.5	100.0	101.75	13.5	1.0	0.3	45.6	59.95	71.3	26.42	17.91	1.2	65.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M42x110 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M42x110_STEEL_GRADE_B_HEX_HEAD_SCREW	M42	42.0	4.5	96.5	110.0	111.75	13.5	1.0	0.3	45.6	59.95	71.3	26.42	17.91	1.2	65.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M42x120 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M42x120_STEEL_GRADE_B_HEX_HEAD_SCREW	M42	42.0	4.5	106.5	120.0	121.75	13.5	1.0	0.3	45.6	59.95	71.3	26.42	17.91	1.2	65.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M42x130 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M42x130_STEEL_GRADE_B_HEX_HEAD_SCREW	M42	42.0	4.5	116.5	130.0	132.0	13.5	1.0	0.3	45.6	59.95	71.3	26.42	17.91	1.2	65.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M42x140 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M42x140_STEEL_GRADE_B_HEX_HEAD_SCREW	M42	42.0	4.5	126.5	140.0	142.0	13.5	1.0	0.3	45.6	59.95	71.3	26.42	17.91	1.2	65.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M42x150 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M42x150_STEEL_GRADE_B_HEX_HEAD_SCREW	M42	42.0	4.5	136.5	150.0	152.0	13.5	1.0	0.3	45.6	59.95	71.3	26.42	17.91	1.2	65.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M42x160 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M42x160_STEEL_GRADE_B_HEX_HEAD_SCREW	M42	42.0	4.5	146.5	160.0	162.0	13.5	1.0	0.3	45.6	59.95	71.3	26.42	17.91	1.2	65.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M42x180 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M42x180_STEEL_GRADE_B_HEX_HEAD_SCREW	M42	42.0	4.5	166.5	180.0	182.0	13.5	1.0	0.3	45.6	59.95	71.3	26.42	17.91	1.2	65.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M42x200 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M42x200_STEEL_GRADE_B_HEX_HEAD_SCREW	M42	42.0	4.5	186.5	200.0	202.3	13.5	1.0	0.3	45.6	59.95	71.3	26.42	17.91	1.2	65.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M48x100 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M48x100_STEEL_GRADE_B_HEX_HEAD_SCREW	M48	48.0	5.0	85.0	100.0	101.75	15.0	1.0	0.3	52.6	69.45	82.6	30.42	20.71	1.6	75.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M48x110 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M48x110_STEEL_GRADE_B_HEX_HEAD_SCREW	M48	48.0	5.0	95.0	110.0	111.75	15.0	1.0	0.3	52.6	69.45	82.6	30.42	20.71	1.6	75.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M48x120 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M48x120_STEEL_GRADE_B_HEX_HEAD_SCREW	M48	48.0	5.0	105.0	120.0	121.75	15.0	1.0	0.3	52.6	69.45	82.6	30.42	20.71	1.6	75.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M48x130 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M48x130_STEEL_GRADE_B_HEX_HEAD_SCREW	M48	48.0	5.0	115.0	130.0	132.0	15.0	1.0	0.3	52.6	69.45	82.6	30.42	20.71	1.6	75.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M48x140 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M48x140_STEEL_GRADE_B_HEX_HEAD_SCREW	M48	48.0	5.0	125.0	140.0	142.0	15.0	1.0	0.3	52.6	69.45	82.6	30.42	20.71	1.6	75.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M48x150 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M48x150_STEEL_GRADE_B_HEX_HEAD_SCREW	M48	48.0	5.0	135.0	150.0	152.0	15.0	1.0	0.3	52.6	69.45	82.6	30.42	20.71	1.6	75.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M48x160 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M48x160_STEEL_GRADE_B_HEX_HEAD_SCREW	M48	48.0	5.0	145.0	160.0	162.0	15.0	1.0	0.3	52.6	69.45	82.6	30.42	20.71	1.6	75.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M48x180 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M48x180_STEEL_GRADE_B_HEX_HEAD_SCREW	M48	48.0	5.0	165.0	180.0	182.0	15.0	1.0	0.3	52.6	69.45	82.6	30.42	20.71	1.6	75.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M48x200 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M48x200_STEEL_GRADE_B_HEX_HEAD_SCREW	M48	48.0	5.0	185.0	200.0	202.3	15.0	1.0	0.3	52.6	69.45	82.6	30.42	20.71	1.6	75.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M56x110 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M56x110_STEEL_GRADE_B_HEX_HEAD_SCREW	M56	56.0	5.5	93.5	110.0	111.75	16.5	1.0	0.3	63.0	78.66	93.56	35.5	24.15	2.0	85.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M56x120 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M56x120_STEEL_GRADE_B_HEX_HEAD_SCREW	M56	56.0	5.5	103.5	120.0	121.75	16.5	1.0	0.3	63.0	78.66	93.56	35.5	24.15	2.0	85.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M56x130 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M56x130_STEEL_GRADE_B_HEX_HEAD_SCREW	M56	56.0	5.5	113.5	130.0	132.0	16.5	1.0	0.3	63.0	78.66	93.56	35.5	24.15	2.0	85.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M56x140 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M56x140_STEEL_GRADE_B_HEX_HEAD_SCREW	M56	56.0	5.5	123.5	140.0	142.0	16.5	1.0	0.3	63.0	78.66	93.56	35.5	24.15	2.0	85.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M56x150 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M56x150_STEEL_GRADE_B_HEX_HEAD_SCREW	M56	56.0	5.5	133.5	150.0	152.0	16.5	1.0	0.3	63.0	78.66	93.56	35.5	24.15	2.0	85.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M56x160 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M56x160_STEEL_GRADE_B_HEX_HEAD_SCREW	M56	56.0	5.5	143.5	160.0	162.0	16.5	1.0	0.3	63.0	78.66	93.56	35.5	24.15	2.0	85.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M56x180 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M56x180_STEEL_GRADE_B_HEX_HEAD_SCREW	M56	56.0	5.5	163.5	180.0	182.0	16.5	1.0	0.3	63.0	78.66	93.56	35.5	24.15	2.0	85.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M56x200 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M56x200_STEEL_GRADE_B_HEX_HEAD_SCREW	M56	56.0	5.5	183.5	200.0	202.3	16.5	1.0	0.3	63.0	78.66	93.56	35.5	24.15	2.0	85.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M64x120 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M64x120_STEEL_GRADE_B_HEX_HEAD_SCREW	M64	64.0	6.0	102.0	120.0	121.75	18.0	1.0	0.3	71.0	88.16	104.86	40.5	27.65	2.0	95.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M64x130 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M64x130_STEEL_GRADE_B_HEX_HEAD_SCREW	M64	64.0	6.0	112.0	130.0	132.0	18.0	1.0	0.3	71.0	88.16	104.86	40.5	27.65	2.0	95.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M64x140 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M64x140_STEEL_GRADE_B_HEX_HEAD_SCREW	M64	64.0	6.0	122.0	140.0	142.0	18.0	1.0	0.3	71.0	88.16	104.86	40.5	27.65	2.0	95.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M64x150 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M64x150_STEEL_GRADE_B_HEX_HEAD_SCREW	M64	64.0	6.0	132.0	150.0	152.0	18.0	1.0	0.3	71.0	88.16	104.86	40.5	27.65	2.0	95.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M64x160 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M64x160_STEEL_GRADE_B_HEX_HEAD_SCREW	M64	64.0	6.0	142.0	160.0	162.0	18.0	1.0	0.3	71.0	88.16	104.86	40.5	27.65	2.0	95.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M64x180 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M64x180_STEEL_GRADE_B_HEX_HEAD_SCREW	M64	64.0	6.0	162.0	180.0	182.0	18.0	1.0	0.3	71.0	88.16	104.86	40.5	27.65	2.0	95.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M64x200 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M64x200_STEEL_GRADE_B_HEX_HEAD_SCREW	M64	64.0	6.0	182.0	200.0	202.3	18.0	1.0	0.3	71.0	88.16	104.86	40.5	27.65	2.0	95.0	B	St	EN ISO 4017	2000
